"","X.1","Longitude","Latitude","Reference","Gear_Type","month","year","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Temperature.Min","Salinity.Min","Dissolved.oxygen.Min","BottomVegCover","Hill0_raw","SeagrassCover","ID","X","Y","thinning","Effort"
"1179",1179,-82.07218,26.77538,"CHM2005090604","OtterTrawl",9,2005,1,1,0,0,0,0,0,-3.6,1.07739126682281,16.603479385376,0.0103138675913215,17.1954345703125,34.0136795043945,190.950729370117,0,4,0,7004,393409.195292533,2962006.22860025,1,NA
"1180",1180,-82.15508,26.708,"CHM2005090804","OtterTrawl",9,2005,1,1,0,0,0,0,0,-2.8,0.289144277572632,25.3027248382568,0.0100668510422111,17.2722415924072,34.0572471618652,191.086074829102,0,5,0,7012,385099.331206373,2954614.81539507,1,NA
"1181",1181,-82.21975,26.7085,"CHM2005090805","OtterTrawl",9,2005,1,0,0,0,0,0,0,-2.9,2.61183309555054,27.8540744781494,0.0102625750005245,17.1520290374756,34.0104331970215,190.934143066406,0,6,0,7013,378666.296246713,2954730.13378866,1,NA
"1182",1182,-82.24562,26.74753,"CHM2005090806","OtterTrawl",9,2005,1,0,0,0,0,0,0,-2.7,0.828961968421936,23.7706050872803,0.0104082226753235,17.1594772338867,34.2147178649902,191.143676757812,0,11,0,7014,376134.936558796,2959078.40180145,1,NA
"1183",1183,-82.25028,26.7554,"CHM2005090807","OtterTrawl",9,2005,1,0,0,0,0,0,0,-1.8,0.832442879676819,23.0079669952393,0.0104519054293633,17.1548194885254,34.2499313354492,191.173538208008,0,12,0,7015,375680.064055337,2959954.71401173,1,NA
"1184",1184,-82.0712,26.8471,"CHM2005100405","OtterTrawl",10,2005,1,1,0,0,0,0,0,-2.6,1.90452718734741,8.67657947540283,0.0106342965736985,17.0520782470703,33.9367828369141,190.763885498047,0,4,0,7035,393573.629648407,2969949.67420748,1,NA
"1185",1185,-82.08227,26.87965,"CHM2005100406","OtterTrawl",10,2005,1,1,0,0,0,0,0,-2.5,0.692430555820465,5.08226633071899,0.0106053808704019,17.0605564117432,34.0500373840332,190.942398071289,0,7,0,7036,392504.498274056,2973564.53555843,1,NA
"1186",1186,-82.09935,26.8966,"CHM2005100407","OtterTrawl",10,2005,1,1,0,0,0,0,0,-2.1,0.745089590549469,3.83966708183289,0.0106428219005466,17.0527057647705,34.0163040161133,190.9453125,0,5,0,7037,390824.213832741,2975456.68501956,1,NA
"1187",1187,-82.10565,26.90295,"CHM2005100408","OtterTrawl",10,2005,1,1,0,0,0,0,0,-2.9,1.08013498783112,3.74962282180786,0.0106547335162759,17.0513439178467,34.0065383911133,190.956069946289,0,11,0,7038,390204.660383756,2976165.52109894,1,NA
"1188",1188,-82.12195,26.91442,"CHM2005100409","OtterTrawl",10,2005,1,1,0,0,0,0,0,-3.3,2.03420472145081,4.62669229507446,0.0106888813897967,17.0471973419189,33.9783363342285,190.984832763672,0,10,0,7039,388597.145988377,2977450.29803236,1,NA
"1189",1189,-82.24168,26.76008,"CHM2005100505","OtterTrawl",10,2005,1,1,0,0,0,0,0,-1.6,1.86123061180115,22.3497734069824,0.0104320636019111,17.1564197540283,34.1894073486328,191.160934448242,0,15,0,7040,376540.332972163,2960464.74844867,1,NA
"1190",1190,-82.2472,26.78377,"CHM2005100507","OtterTrawl",10,2005,1,1,0,0,0,0,0,-1.7,1.74027407169342,19.8537330627441,0.0105355735868216,17.1433734893799,34.2320747375488,191.22477722168,0,14,0,7042,376017.164439756,2963094.28996631,1,NA
"1191",1191,-82.09718,26.70682,"CHM2005100706","OtterTrawl",10,2005,1,1,0,0,0,0,0,-3.2,2.00465297698975,24.2476444244385,0.00995043199509382,17.3511047363281,34.1345825195312,191.204940795898,0,4,0,7051,390858.196596337,2954433.22205903,1,NA
"1192",1192,-82.11458,26.86937,"CHM2005110501","OtterTrawl",11,2005,1,1,0,0,0,0,0,-3.6,3.40442442893982,7.20551300048828,0.0106885768473148,17.025182723999,33.9365425109863,190.749755859375,0,14,0,7074,389285.084233418,2972453.64422267,1,NA
"1193",1193,-82.08138,26.84992,"CHM2005110503","OtterTrawl",11,2005,1,1,0,0,0,0,0,-3.4,2.77178478240967,8.29890060424805,0.010640817694366,17.0488471984863,33.9367561340332,190.762191772461,0,14,0,7075,392564.813108311,2970270.62345115,1,NA
"1194",1194,-82.08453,26.8327,"CHM2005110504","OtterTrawl",11,2005,1,1,0,0,0,0,0,-3.2,2.98204064369202,10.2543115615845,0.0106238899752498,17.0572357177734,33.9368324279785,190.766586303711,0,14,0,7076,392235.533928304,2968365.86123577,1,NA
"1195",1195,-82.08305,26.79208,"CHM2005110505","OtterTrawl",11,2005,1,1,0,0,0,0,0,-2.8,1.9908744096756,14.7616090774536,0.0105828698724508,17.0775623321533,33.9370155334473,190.777267456055,0,1,0,7077,392344.236066823,2963865.20610956,1,NA
"1196",1196,-82.12197,26.75273,"CHM2005110506","OtterTrawl",11,2005,1,1,0,0,0,0,0,-2.8,4.55252599716187,19.6066036224365,0.0102680139243603,17.2150287628174,34.0291862487793,190.983642578125,0,13,0,7078,388436.824141512,2959540.03399448,1,NA
"1197",1197,-82.13405,26.81127,"CHM2005110508","OtterTrawl",11,2005,1,1,0,0,0,0,0,-3.3,1.72014451026917,13.8271532058716,0.0105593372136354,17.0885620117188,33.9422073364258,190.824371337891,0,11,0,7080,387293.394540438,2966035.08432862,1,NA
"1198",1198,-82.23435,26.75068,"CHM2005110705","OtterTrawl",11,2005,1,0,0,0,0,0,0,-2.5,1.9420268535614,23.3060760498047,0.0103810150176287,17.1605644226074,34.1413993835449,191.119964599609,0,2,0,7083,377259.119106307,2959416.41096021,1,NA
"1199",1199,-82.2503,26.74625,"CHM2005110706","OtterTrawl",11,2005,1,0,0,0,0,0,0,-2,0.344203531742096,24.0142574310303,0.0104186693206429,17.1596832275391,34.2489929199219,191.155456542969,0,3,0,7084,375668.118184321,2958941.17806683,1,NA
"1200",1200,-82.14898,26.5254,"CHM2005111402","OtterTrawl",11,2005,0,1,0,0,0,0,0,-2.1,3.90806984901428,44.8598403930664,0.00970906298607588,17.5057163238525,34.2019500732422,191.162582397461,0,12,0,7098,385524.430777695,2934383.34463116,1,NA
"1201",1201,-82.08615,26.87592,"CHM2005120402","OtterTrawl",12,2005,1,1,0,0,0,0,0,-2.6,1.21259021759033,5.50337219238281,0.0106159253045917,17.0550937652588,34.037769317627,190.915023803711,0,7,0,7101,392115.551929113,2973154.66440833,1,NA
"1202",1202,-82.12177,26.8255,"CHM2005120405","OtterTrawl",12,2005,1,1,0,0,0,0,0,-3.9,3.0706570148468,11.9290037155151,0.0106086703017354,17.0647773742676,33.9369010925293,190.770553588867,0,8,0,7103,388527.850669072,2967600.48867369,1,NA
"1203",1203,-82.15147,26.88043,"CHM2005120407","OtterTrawl",12,2005,1,1,0,0,0,0,0,-2.1,1.43460977077484,8.88731384277344,0.0106825837865472,17.0410194396973,33.9421920776367,190.928771972656,0,8,0,7105,385631.520795023,2973711.52401771,1,NA
"1204",1204,-82.139,26.89212,"CHM2005120408","OtterTrawl",12,2005,1,1,0,0,0,0,0,-3.5,2.99044823646545,7.14540004730225,0.0106946611776948,17.0367908477783,33.9491348266602,190.914306640625,0,1,0,7106,386881.829927918,2974995.2348398,1,NA
"1205",1205,-82.21432,26.76195,"CHM2005120607","OtterTrawl",12,2005,1,1,0,0,0,0,0,-2.5,4.20019865036011,22.0561599731445,0.0103236129507422,17.1694812774658,34.0131225585938,191.101531982422,0,8,0,7111,379262.948782693,2960645.63030814,1,NA
"1206",1206,-82.0772,26.74207,"CHM2005120801","OtterTrawl",12,2005,1,1,0,0,0,0,0,-2.5,0.953055620193481,20.2885761260986,0.0102255120873451,17.233190536499,34.0435600280762,191.014144897461,0,13,0,7119,392878.861152419,2958320.79302243,1,NA
"1207",1207,-82.12105,26.7358,"CHM2005120802","OtterTrawl",12,2005,1,1,0,0,0,0,0,-3,4.03665065765381,21.391077041626,0.0101567776873708,17.2625637054443,34.0668067932129,191.0634765625,0,10,0,7120,388511.797473802,2957663.92732223,1,NA
"1208",1208,-82.1433,26.70992,"CHM2005120804","OtterTrawl",12,2005,1,1,0,0,0,0,0,-1.6,0.738661229610443,24.6810398101807,0.0100336316972971,17.2985687255859,34.0853309631348,191.129150390625,0,11,0,7121,386273.13888387,2954816.92411712,1,NA
"1209",1209,-82.07948,26.86908,"CHM2006010402","OtterTrawl",1,2006,1,1,0,0,0,0,0,-3.1,1.64643716812134,6.17037868499756,0.0106578422710299,17.040412902832,33.9366798400879,190.757751464844,0,11,0,7131,392771.659452932,2972391.34392919,1,NA
"1210",1210,-82.07907,26.86092,"CHM2006010403","OtterTrawl",1,2006,1,1,0,0,0,0,0,-3.4,2.30353546142578,7.09033250808716,0.0106495786458254,17.044506072998,33.9367179870605,190.759902954102,0,7,0,7132,392804.695571783,2971487.12386465,1,NA
"1211",1211,-82.1394,26.83752,"CHM2006010404","OtterTrawl",1,2006,1,1,0,0,0,0,0,-2.8,1.5164840221405,11.496732711792,0.0106074437499046,17.06711769104,33.9426574707031,190.8466796875,0,9,0,7133,386787.744220198,2968947.54326626,1,NA
"1212",1212,-82.15348,26.86462,"CHM2006010405","OtterTrawl",1,2006,1,1,0,0,0,0,0,-1.5,0.60838770866394,10.1591205596924,0.0106507232412696,17.0529193878174,33.9427146911621,190.923904418945,0,2,0,7134,385415.925200859,2971962.05735698,1,NA
"1213",1213,-82.25433,26.79493,"CHM2006010701","OtterTrawl",1,2006,1,1,0,0,0,0,0,-2.2,1.17467844486237,18.7029914855957,0.0106112156063318,17.1296615600586,34.2626876831055,191.252151489258,0,10,0,7144,375320.510894695,2964337.47708325,1,NA
"1214",1214,-82.24232,26.75068,"CHM2006010703","OtterTrawl",1,2006,1,1,0,0,0,0,0,-2.2,1.21788048744202,23.3684215545654,0.0104074385017157,17.1588897705078,34.1926078796387,191.141448974609,0,9,0,7146,376466.526757567,2959424.12268691,1,NA
"1215",1215,-82.20018,26.71498,"CHM2006010705","OtterTrawl",1,2006,1,1,0,0,0,0,0,-3.2,2.78840184211731,26.2794628143311,0.0102365044876933,17.1628227233887,33.9479179382324,190.930938720703,0,3,0,7148,380619.938912472,2955429.4370876,1,NA
"1216",1216,-82.1663,26.7302,"CHM2006010706","OtterTrawl",1,2006,1,1,0,0,0,0,0,-2,2.72347617149353,23.3315773010254,0.0101912496611476,17.2186584472656,34.0133438110352,191.030456542969,0,1,0,7149,384005.647714398,2957084.04161963,1,NA
"1217",1217,-82.18592,26.7512,"CHM2006010707","OtterTrawl",1,2006,1,1,0,0,0,0,0,-3.6,3.91693687438965,22.1191997528076,0.0102800726890564,17.1805210113525,33.9806022644043,191.03059387207,0,5,0,7150,382075.842304758,2959428.2182538,1,NA
"1218",1218,-82.0779,26.8625,"CHM2006020406","OtterTrawl",2,2006,1,1,0,0,0,0,0,-3.1,2.1845440864563,6.90421676635742,0.0106504885479808,17.0440559387207,33.9367141723633,190.759674072266,0,5,0,7169,392922.419951072,2971661.1497404,1,NA
"1219",1219,-82.0728,26.84463,"CHM2006020407","OtterTrawl",2,2006,1,1,0,0,0,0,0,-2.7,2.002769947052,8.94382953643799,0.0106329433619976,17.0527496337891,33.9367904663086,190.764236450195,0,3,0,7170,393412.340923258,2969677.41979719,1,NA
"1220",1220,-82.1321,26.77455,"CHM2006030702","OtterTrawl",3,2006,1,1,0,0,0,0,0,-2.5,2.16787838935852,17.5622081756592,0.0104100406169891,17.1527404785156,33.9782600402832,190.897033691406,0,8,0,7200,387450.976752692,2961965.92209014,1,NA
"1221",1221,-82.13455,26.79567,"CHM2006030703","OtterTrawl",3,2006,1,1,0,0,0,0,0,-2.4,1.4086389541626,15.390157699585,0.0105243138968945,17.1048069000244,33.9438438415527,190.834518432617,0,7,0,7201,387228.266931835,2964307.53031003,1,NA
"1222",1222,-82.13763,26.83845,"CHM2006040605","OtterTrawl",4,2006,1,1,0,0,0,0,0,-3,1.69729924201965,11.3299264907837,0.0106122978031635,17.0645942687988,33.9419059753418,190.836990356445,0,1,0,7224,386964.551072622,2969048.98102429,1,NA
"1223",1223,-82.22723,26.65332,"CHM2006041006","OtterTrawl",4,2006,1,0,0,1,1,0,0,-2.2,0.746679425239563,33.5703353881836,0.0102665666490793,17.1884803771973,34.2296524047852,190.961685180664,70,12,70,7234,377863.36598239,2948625.01728891,1,NA
"1224",1224,-82.1833,26.61248,"CHM2006041206","OtterTrawl",4,2006,1,0,0,0,0,0,0,-1.9,3.40780186653137,36.1633529663086,0.0100626945495605,17.27516746521,34.0354957580566,190.99543762207,0,4,0,7241,382193.870769381,2944059.99895783,1,NA
"1225",1225,-82.09785,26.866,"CHM2006050501","OtterTrawl",5,2006,1,1,0,0,0,0,0,-3.6,2.71549677848816,6.8557562828064,0.0106693739071488,17.0346984863281,33.9366264343262,190.754745483398,0,5,0,7247,390943.819590227,2972065.84774951,1,NA
"1226",1226,-82.15028,26.86245,"CHM2006050503","OtterTrawl",5,2006,1,1,0,0,0,0,0,-2.4,0.873233914375305,10.0393056869507,0.0106508089229465,17.0515289306641,33.9423141479492,190.904037475586,0,2,0,7248,385731.65050091,2971718.79719836,1,NA
"1227",1227,-82.16953,26.77215,"CHM2006050705","OtterTrawl",5,2006,1,1,0,0,0,0,0,-2.1,1.09694468975067,19.2977447509766,0.0103499675169587,17.1687889099121,33.9818344116211,191.014739990234,0,7,0,7258,383727.081171036,2961733.75220408,1,NA
"1228",1228,-82.24562,26.74013,"CHM2006050706","OtterTrawl",5,2006,1,1,0,0,0,0,0,-3.1,1.01180648803711,24.5964088439941,0.0103835621848702,17.1624717712402,34.2132568359375,191.127182006836,0,5,0,7259,376126.916007039,2958258.69736945,1,NA
"1229",1229,-82.2521,26.74275,"CHM2006050707","OtterTrawl",5,2006,1,1,0,0,0,0,0,-2.5,0.309760451316833,24.4023399353027,0.0104115176945925,17.1614456176758,34.2602882385254,191.154281616211,0,5,0,7260,375485.292832296,2958555.23899022,1,NA
"1230",1230,-82.26992,26.79948,"CHM2006050708","OtterTrawl",5,2006,1,1,0,0,0,0,0,-2.7,0.331434786319733,18.5987453460693,0.0106983548030257,17.1124114990234,34.3249778747559,191.270462036133,0,5,0,7261,373775.762621042,2964856.88331254,1,NA
"1231",1231,-82.06677,26.78892,"CHM2006050801","OtterTrawl",5,2006,1,1,0,0,0,0,0,-2,0.505698204040527,15.1515130996704,0.0103317173197865,17.1878070831299,34.0076446533203,190.937927246094,0,9,0,7262,393959.651906255,2963501.49396117,1,NA
"1232",1232,-82.06948,26.77835,"CHM2006050802","OtterTrawl",5,2006,1,1,0,0,0,0,0,-3,0.907321155071259,16.2438220977783,0.0103163868188858,17.1943588256836,34.0128288269043,190.948928833008,0,11,0,7263,393680.40136122,2962332.94692417,1,NA
"1233",1233,-82.07137,26.75905,"CHM2006050803","OtterTrawl",5,2006,1,1,0,0,0,0,0,-2.4,0.849204659461975,18.3590641021729,0.0102728484198451,17.212963104248,34.0275535583496,190.980178833008,0,10,0,7264,393474.492466213,2960196.72248282,1,NA
"1234",1234,-82.08178,26.73257,"CHM2006050804","OtterTrawl",5,2006,1,1,0,0,0,0,0,-2.2,1.0967960357666,21.3099021911621,0.0101910941302776,17.2479000091553,34.0551986694336,191.038848876953,0,9,0,7265,392414.435382658,2957272.36931233,1,NA
"1235",1235,-82.18077,26.57568,"CHM2006051205","OtterTrawl",5,2006,1,0,0,0,0,0,0,-2.5,2.59472036361694,40.0022468566895,0.00992701016366482,17.3676147460938,34.0600357055664,191.092330932617,0,9,0,7277,382408.160930233,2939981.44352084,1,NA
"1236",1236,-82.16513,26.90168,"CHM2006060201","OtterTrawl",6,2006,1,1,0,0,0,0,0,-2.9,0.848193824291229,8.41428184509277,0.0106860427185893,17.0544281005859,33.9452476501465,191.077194213867,0,2,0,7282,384296.298863082,2976077.81424679,1,NA
"1237",1237,-82.12568,26.92343,"CHM2006060202","OtterTrawl",6,2006,1,1,0,0,0,0,0,-2.4,1.13726210594177,4.8072247505188,0.0106922164559364,17.0523834228516,33.9800148010254,191.036743164062,0,1,0,7283,388235.629696206,2978451.63041439,1,NA
"1238",1238,-82.20452,26.74275,"CHM2006060701","OtterTrawl",6,2006,1,1,0,0,0,0,0,-3.7,4.9127402305603,23.8447704315186,0.0102781672030687,17.1653079986572,33.9588241577148,191.013305664062,0,11,0,7294,380217.297588803,2958509.58314038,1,NA
"1239",1239,-82.16498,26.72457,"CHM2006060702","OtterTrawl",6,2006,1,1,0,0,0,0,0,-2.6,2.05822062492371,23.8697319030762,0.0101645532995462,17.2287178039551,34.0208854675293,191.037658691406,0,2,0,7295,384131.235553742,2956459.21250827,1,NA
"1240",1240,-82.24232,26.76672,"CHM2006060707","OtterTrawl",6,2006,1,1,0,1,0,1,0,-1.8,1.99132406711578,21.6238555908203,0.010455934330821,17.1539554595947,34.1966667175293,191.178634643555,100,11,100,7299,376483.874724036,2961200.88964952,1,NA
"1241",1241,-82.25742,26.80115,"CHM2006060708","OtterTrawl",6,2006,1,1,0,0,0,0,0,-1.8,1.23341846466064,18.1196956634521,0.0106271281838417,17.1262264251709,34.2493362426758,191.258697509766,0,14,0,7300,375020.156028069,2965029.51447353,1,NA
"1242",1242,-82.1222,26.92083,"CHM2006070201","OtterTrawl",7,2006,1,1,0,0,0,0,0,-3,1.5634229183197,4.49522638320923,0.0106866415590048,17.0521373748779,33.9841613769531,191.023391723633,0,14,0,7317,388578.617200975,2978160.55724303,1,NA
"1243",1243,-82.09997,26.90275,"CHM2006070202","OtterTrawl",7,2006,1,1,0,0,0,0,0,-2,0.505208373069763,3.33610010147095,0.0106414090842009,17.0558204650879,34.0199737548828,190.969619750977,0,9,0,7318,390768.555298609,2976138.45377429,1,NA
"1244",1244,-82.15063,26.77375,"CHM2006070503","OtterTrawl",7,2006,1,1,0,0,0,0,0,-1.6,1.18294894695282,18.2967090606689,0.0103809060528874,17.1608486175537,33.9803848266602,190.956192016602,0,17,0,7325,385607.846722589,2961893.84185022,1,NA
"1245",1245,-82.13848,26.72652,"CHM2006070504","OtterTrawl",7,2006,1,1,0,0,0,0,0,-3.8,2.58664679527283,22.791187286377,0.0101185319945216,17.2686538696289,34.0651359558105,191.085708618164,0,4,0,7326,386769.063117213,2956651.37922119,1,NA
"1246",1246,-82.1274,26.77443,"CHM2006070505","OtterTrawl",7,2006,1,1,0,0,0,0,0,-3,2.58411288261414,17.4138622283936,0.0104168318212032,17.1509571075439,33.9779930114746,190.881423950195,0,14,0,7327,387918.150980242,2961948.47859461,1,NA
"1247",1247,-82.0833,26.80178,"CHM2006070507","OtterTrawl",7,2006,1,1,0,0,0,0,0,-3,2.15527319908142,13.6548309326172,0.0105929216369987,17.0725803375244,33.9369697570801,190.774658203125,0,4,0,7329,392328.543759606,2964939.86603571,1,NA
"1248",1248,-82.2522,26.74602,"CHM2006100704","OtterTrawl",10,2006,1,1,0,0,0,0,0,-2.9,0.18977078795433,24.0365619659424,0.0104239787906408,17.1595306396484,34.2605247497559,191.160598754883,0,2,0,7408,375478.910432876,2958917.55812228,1,NA
"1249",1249,-82.17547,26.66625,"CHM2006101001","OtterTrawl",10,2006,1,1,0,0,0,0,0,-1.6,1.09728682041168,30.3103179931641,0.0101090194657445,17.24245262146,34.0250701904297,191.001342773438,0,1,0,7416,383028.265713014,2950008.7827971,1,NA
"1250",1250,-82.22185,26.70002,"CHM2006101002","OtterTrawl",10,2006,1,0,0,0,0,0,0,-2,2.10593366622925,28.7766361236572,0.0102620851248503,17.158712387085,34.0483474731445,190.943954467773,0,5,0,7417,378448.378134782,2953792.80781863,1,NA
"1251",1251,-82.15012,26.87925,"CHM2006110402","OtterTrawl",11,2006,1,1,0,0,0,0,0,-2.9,1.47409522533417,8.87111568450928,0.0106830662116408,17.0400485992432,33.941822052002,190.920471191406,0,9,0,7431,385764.43234938,2973579.59678685,1,NA
"1252",1252,-82.14242,26.8468,"CHM2006110403","OtterTrawl",11,2006,1,1,0,0,0,0,0,-2.7,1.41103994846344,10.8030500411987,0.0106245307251811,17.0600872039795,33.9424781799316,190.858276367188,0,11,0,7432,386496.905389997,2969978.18567172,1,NA
"1253",1253,-82.06853,26.86553,"CHM2006110404","OtterTrawl",11,2006,1,1,0,0,0,0,0,-2,1.24558448791504,6.67757797241211,0.0106455776840448,17.0464897155762,33.9367332458496,190.760940551758,0,9,0,7433,393856.120328113,2971988.89888683,1,NA
"1254",1254,-82.07362,26.8088,"CHM2006110503","OtterTrawl",11,2006,1,1,0,0,0,0,0,-1.6,1.90370655059814,12.9079341888428,0.0106051433831453,17.0665245056152,33.9369163513184,190.771469116211,0,8,0,7442,393297.298389157,2965709.28847618,1,NA
"1255",1255,-82.0746,26.79932,"CHM2006110504","OtterTrawl",11,2006,1,1,0,0,0,0,0,-1.7,1.28554320335388,13.921350479126,0.0105972867459059,17.0704174041748,33.9369506835938,190.773513793945,0,7,0,7443,393191.011248426,2964660.03371494,1,NA
"1256",1256,-82.142,26.8222,"CHM2006110505","OtterTrawl",11,2006,0,1,0,0,0,0,0,-3,1.07695043087006,13.1276788711548,0.0105658108368516,17.0860767364502,33.9457054138184,190.865127563477,0,3,0,7444,386514.116279417,2967252.87455722,1,NA
"1257",1257,-82.10855,26.72498,"CHM2006110507","OtterTrawl",11,2006,1,0,0,0,0,0,0,-2.8,3.01866388320923,22.3581714630127,0.0101104816421866,17.2823467254639,34.082462310791,191.096710205078,0,5,0,7446,389744.582217145,2956454.54045708,1,NA
"1258",1258,-82.22507,26.77405,"CHM2006110705","OtterTrawl",11,2006,1,1,0,0,0,0,0,-1.9,3.64743375778198,20.678524017334,0.0103939231485128,17.1655578613281,34.0919723510742,191.166015625,0,6,0,7451,378206.912884932,2961996.20393986,1,NA
"1259",1259,-82.24602,26.76707,"CHM2006110706","OtterTrawl",11,2006,1,1,0,0,0,0,0,-2.5,1.57747387886047,21.672269821167,0.0104750702157617,17.1512908935547,34.2238960266113,191.187591552734,0,9,0,7452,376116.351925015,2961243.2580478,1,NA
"1260",1260,-82.19502,26.76275,"CHM2006111101","OtterTrawl",11,2006,1,0,0,0,0,0,0,-2,3.54127383232117,21.4420413970947,0.0103041753172874,17.1751022338867,33.9775543212891,191.064041137695,0,8,0,7457,381182.903830993,2960716.07433187,1,NA
"1261",1261,-82.21085,26.70348,"CHM2006111103","OtterTrawl",11,2006,1,0,0,0,0,0,0,-2.6,2.91912388801575,27.8879833221436,0.0102531211450696,17.1465015411377,33.9448852539062,190.888336181641,0,5,0,7458,379546.414341741,2954165.6291173,1,NA
"1262",1262,-82.19253,26.58603,"CHM2006111401","OtterTrawl",11,2006,1,1,0,0,0,0,0,-2.5,1.4232634305954,39.2550659179688,0.00999482721090317,17.3243789672852,34.0356559753418,191.046417236328,0,6,0,7466,381247.569936052,2941138.7374655,1,NA
"1263",1263,-82.18745,26.57758,"CHM2006111402","OtterTrawl",11,2006,1,1,0,0,0,0,0,-2.3,2.01581048965454,40.0001678466797,0.00995090510696173,17.3532485961914,34.0487098693848,191.079055786133,0,14,0,7467,381744.799961538,2940198.05296318,1,NA
"1264",1264,-82.17512,26.5591,"CHM2006111403","OtterTrawl",11,2006,1,1,0,0,0,0,0,-2.2,2.27195239067078,41.6696662902832,0.00985664874315262,17.4140396118164,34.0762901306152,191.134155273438,0,11,0,7468,382954.038562164,2938139.75828144,1,NA
"1265",1265,-82.1191,26.9156,"CHM2006120201","OtterTrawl",12,2006,1,1,0,0,0,0,0,-3.2,2.21876001358032,4.28308057785034,0.0106811616569757,17.0499897003174,33.9862899780273,190.994400024414,0,6,0,7473,388881.310996939,2977578.50144408,1,NA
"1266",1266,-82.12898,26.92207,"CHM2006120202","OtterTrawl",12,2006,1,1,0,0,0,0,0,-1.6,0.986227750778198,5.14730548858643,0.0106934988871217,17.0515174865723,33.975944519043,191.036102294922,0,5,0,7474,387906.616175947,2978303.90180031,1,NA
"1267",1267,-82.11762,26.93393,"CHM2006120203","OtterTrawl",12,2006,1,1,0,0,0,0,0,-2.9,1.10929942131042,4.16752862930298,0.0106734605506063,17.0634136199951,34.0032806396484,191.096160888672,0,4,0,7475,389046.212166691,2979607.62666142,1,NA
"1268",1268,-82.21875,26.75678,"CHM2006120701","OtterTrawl",12,2006,1,1,0,0,0,0,0,-2.8,3.6266233921051,22.6062774658203,0.0103339059278369,17.1658573150635,34.0373001098633,191.094451904297,0,9,0,7485,378816.958782655,2960077.15934374,1,NA
"1269",1269,-82.18458,26.75513,"CHM2006120703","OtterTrawl",12,2006,1,1,0,0,0,0,0,-3,3.43900775909424,21.6358165740967,0.0102900331839919,17.1797752380371,33.9818534851074,191.035140991211,0,3,0,7486,382213.151100136,2959862.30144441,1,NA
"1270",1270,-82.16713,26.76673,"CHM2006120704","OtterTrawl",12,2006,1,1,0,0,0,0,0,-3.6,1.57839727401733,19.6722946166992,0.0103336926549673,17.1740703582764,33.9855422973633,191.010192871094,0,6,0,7487,383960.196302348,2961131.19029856,1,NA
"1271",1271,-82.1641,26.7675,"CHM2006120705","OtterTrawl",12,2006,1,1,0,0,0,0,0,-3.5,1.47965943813324,19.4410552978516,0.0103397704660892,17.1728477478027,33.9856262207031,191.001724243164,0,13,0,7488,384262.254009679,2961213.72191253,1,NA
"1272",1272,-82.20137,26.59728,"CHM2007011104","OtterTrawl",1,2007,1,0,0,0,0,0,0,-2.7,1.24849390983582,38.3921432495117,0.0100615648552775,17.2805290222168,34.0132675170898,190.990142822266,0,12,0,7518,380378.900700199,2942393.10407146,1,NA
"1273",1273,-82.07752,26.76035,"CHM2007020601","OtterTrawl",2,2007,1,1,0,0,0,0,0,-3.6,1.43606424331665,18.257776260376,0.0102799171581864,17.2099437713623,34.0251617431641,190.97509765625,0,4,0,7529,392864.17902286,2960345.88367588,1,NA
"1274",1274,-82.07533,26.77045,"CHM2007020602","OtterTrawl",2,2007,1,1,0,0,0,0,0,-3.5,1.41198515892029,17.1508102416992,0.0103067690506577,17.1984691619873,34.0160789489746,190.955825805664,0,5,0,7530,393091.398757492,2961462.79008436,1,NA
"1275",1275,-82.1155,26.81378,"CHM2007020605","OtterTrawl",2,2007,1,1,0,0,0,0,0,-3,3.55727052688599,12.9253301620483,0.0105890277773142,17.0745105743408,33.9369888305664,190.775665283203,0,4,0,7533,389139.552962368,2966296.78644625,1,NA
"1276",1276,-82.27535,26.81603,"CHM2007020801","OtterTrawl",2,2007,1,0,0,0,0,0,0,-3.8,0.669170916080475,17.0123996734619,0.0107127195224166,17.111629486084,34.2510833740234,191.287628173828,0,10,0,7542,373254.399371013,2966695.5759266,1,NA
"1277",1277,-82.25402,26.80125,"CHM2007020802","OtterTrawl",2,2007,1,1,0,0,0,0,0,-3,1.49511301517487,18.0528926849365,0.010608458891511,17.1298160552979,34.2317543029785,191.255264282227,0,12,0,7543,375358.236825143,2965037.25128222,1,NA
"1278",1278,-82.25175,26.79527,"CHM2007020803","OtterTrawl",2,2007,1,1,0,0,0,0,0,-2.5,1.42071199417114,18.6572303771973,0.0105961859226227,17.1326847076416,34.2482566833496,191.249557495117,0,12,0,7544,375577.356420553,2964372.61054692,1,NA
"1279",1279,-82.1445,26.70668,"CHM2007021102","OtterTrawl",2,2007,1,0,0,0,0,0,0,-1.6,0.369330525398254,25.0811023712158,0.0100278677418828,17.2991943359375,34.0846099853516,191.128433227539,0,14,0,7549,386150.539928503,2954459.10753182,1,NA
"1280",1280,-82.25647,26.72813,"CHM2007030701","OtterTrawl",3,2007,1,0,0,0,0,0,0,-2.5,0.344254702329636,26.1055393218994,0.0103635573759675,17.171688079834,34.2894554138184,191.142120361328,0,10,0,7570,375034.698365854,2956940.04869817,1,NA
